ruta_relativa,tipo,bytes,fecha_modificacion_utc,sha256,duplicado_de,dimensiones_o_paginas,uso_propuesto
Promociones/flyer productos.ai,application/postscript,2239650,2026-04-18T10:05:42+00:00,d83edbdd57cffdb81216c01baaa40b1850779889c944c37601397ff8ea41faed,,,Referencia histórica; nunca importar precios o promociones actuales
Promociones/flyer productos_Mesa de trabajo 1 copia.png,image/png,1078723,2026-04-18T09:59:36+00:00,f896e8ffd95457a5b7b548f74b1f595d4c6b22bcdce614c9192016e4914ee10c,,2250x2813,Referencia histórica; nunca importar precios o promociones actuales
Promociones/flyer productos_Mesa de trabajo 1.png,image/png,472073,2026-04-18T09:59:36+00:00,4d651f769980e41c3b65ba7d68998b62d43bacbbfe5c61ca7c948e2cd374c812,,2250x2813,Referencia histórica; nunca importar precios o promociones actuales
Promociones/Montículo de kief sobre fondo blanco (2) copia.png,image/png,940597,2026-04-18T08:34:46+00:00,973050c228e4bdda37b8e08313f5462012f467fc48e0c8fd68b6d24b7669835a,,1024x1536,Referencia histórica; nunca importar precios o promociones actuales
RRSS/BOMBO ID_RRSS.ai,application/postscript,3081241,2025-06-04T22:47:52+00:00,badaedcfa99f3d78100d9b1e698ef423e32abc06232726e6a645a8d6cdadec3c,,,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Avatar-01.jpg,image/jpeg,118138,2025-02-18T11:15:50+00:00,4800c9ce2bb8e83bd5f113ae57d283a02f2035ba6f2132d29e6c77738995da96,,1876x1876,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Avatar-02.jpg,image/jpeg,139721,2025-02-18T11:15:50+00:00,39f581471f843ac457e8580517efb7542b45e3772e5e82de6c907bb7c6deba28,,1876x1876,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Botones Destacadas-14.jpg,image/jpeg,133083,2025-02-18T11:16:26+00:00,9afc9c5ebdda4a295f084152dab8f26abe5a39d06beedbdf8226b2ccba83ecdf,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Botones Destacadas-15.jpg,image/jpeg,123814,2025-02-18T11:16:26+00:00,f20f107a1708a04e9fbd9aeb046920ffd0423d957b4e699c73da28b43be1f42a,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Botones Destacadas-16.jpg,image/jpeg,121861,2025-02-18T11:16:26+00:00,37178252a9e7c17170a4cd2e510e073e04f3aa6f97dcd0e6d075cbdee376c856,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Botones Destacadas-17.jpg,image/jpeg,118464,2025-02-18T11:16:26+00:00,6875a62474404c7b689dd369b6c033554a3671d562ee8194eba438fefdfbf523,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Post-11.jpg,image/jpeg,1743246,2025-02-18T11:16:16+00:00,0ef2e5efdfee969ad16c81afb9567fb100d71551bf95ac5428c273df7e3037c6,,1500x1876,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Post-12.jpg,image/jpeg,840312,2025-02-18T11:16:20+00:00,d4ef5f2685ae68bd674e403850e89ff9a97ca22f923de962f8d94ce01a4b8bd5,,1501x1876,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Post-13.jpg,image/jpeg,1989836,2025-02-18T11:16:24+00:00,83b62292144864346ab8395b94f7d0651172886fabeeed135f2731a0072a275d,,1501x1876,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-03.jpg,image/jpeg,204821,2025-02-18T11:15:52+00:00,0f86886e0e4db10e265d80c86100a6c82b78fa9d09bc88fa53c3b13c84829ca5,,1500x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-04.jpg,image/jpeg,935407,2025-02-18T11:15:56+00:00,fb18d5d024007789e2c25c444da83faba65de28796ccc6e0202fe2848438802b,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-05.jpg,image/jpeg,280198,2025-02-18T11:15:56+00:00,84ff77ea449a2c5949ee3eff16c622611baab4c1e3adab42e8a6f62f2f98297e,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-06.jpg,image/jpeg,1031618,2025-02-18T11:15:58+00:00,62d8a0c2cfb6ddbd09decf1eaca8c3fe808deccf0078b9f6f343544804a5e0cc,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-07.jpg,image/jpeg,260745,2025-02-18T11:16:00+00:00,a6d17872f699e06e1483f63d1737f18d80ec1c6f8d5076a123a3fbe72bb302fc,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-08.jpg,image/jpeg,386811,2025-02-18T11:16:00+00:00,be20a29f750c05045dfd7062dc543ccbedff93128c116716cf836743702a29f6,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-09.jpg,image/jpeg,1905740,2025-02-18T11:16:06+00:00,9ddee4f58e6f369c6209110110e687aa1445b6f47c8160e6aa1eb4f0773821d4,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Export/BOMBO ID_RRSS_Stories-10.jpg,image/jpeg,2262585,2025-02-18T11:16:14+00:00,d23067aded44b2dc55afdf8d480e923b1f93e8376c502ad578d0af3f0ca31d07,,1501x2668,Referencia social histórica; validar vigencia y derechos
RRSS/Fonts/BricolageGrotesque_72pt-Light.ttf,font/ttf,91020,2024-09-04T19:11:20+00:00,af0fe4b1b87793ba0dd9fd6bbe48276a679329cdc112eb4670239e117d857712,Etiquetas/Editables/Fonts/BricolageGrotesque_72pt-Light.ttf,,Tipografía; comprobar licencia antes de distribución
RRSS/Fonts/BricolageGrotesque_72pt-SemiBold.ttf,font/ttf,90964,2024-09-04T19:11:20+00:00,3aa14f4caa54f139f45bcfd30ed1b3ef0db1970856715f96133d7f72d6ff14f5,Etiquetas/Editables/Fonts/BricolageGrotesque_72pt-SemiBold.ttf,,Tipografía; comprobar licencia antes de distribución
"RRSS/Fonts/RobotoFlex-VariableFont_GRAD,XOPQ,XTRA,YOPQ,YTAS,YTDE,YTFI,YTLC,YTUC,opsz,slnt,wdth,wght.ttf",font/ttf,1684624,2024-02-28T19:14:34+00:00,6adcfe619c4ff33c186700c035e275e0b983c0f83a84b2f15288a810207586c4,"ID/Fonts/RobotoFlex-VariableFont_GRAD,XOPQ,XTRA,YOPQ,YTAS,YTDE,YTFI,YTLC,YTUC,opsz,slnt,wdth,wght.ttf",,Tipografía; comprobar licencia antes de distribución
RRSS/Links/farmers-hold-marijuana-cannabis-trees-their-farms.jpg,image/jpeg,10259899,2024-11-19T21:59:04+00:00,7d34c70c1366ed6d1a69aa36d816217b8ed29cea768cdd627cfbe5ce2eb62e66,ID/Links/farmers-hold-marijuana-cannabis-trees-their-farms.jpg,5760x3840,Referencia social histórica; validar vigencia y derechos
RRSS/Links/Indieground_PhotocopyNoise_Textures_01.jpg,image/jpeg,8946407,2018-05-14T05:21:42+00:00,0d80901df647faf880acdfff9eda7d97d281bdcc69f0d9999aebc78e5f26ae7c,ID/Links/Indieground_PhotocopyNoise_Textures_01.jpg,3000x4500,Referencia social histórica; validar vigencia y derechos
RRSS/Links/marijuana-flower-bud (1) alta.jpg,image/jpeg,12261258,2025-06-04T22:20:26+00:00,ebcdf98f83d8bdfc0dea92d31077feae8e12c0bdaef0715dec60de75303c8191,,7776x6494,Referencia social histórica; validar vigencia y derechos
RRSS/Links/marijuana-leaves-cannabis-beautiful-background 2 alta.jpg,image/jpeg,12001678,2025-06-04T22:42:28+00:00,93d4da9dd8d0be200faa27d9ed4ba0663b7f7b1c19a6c7601ebfbd006b9f907b,,11280x7520,Referencia social histórica; validar vigencia y derechos
RRSS/Links/scientist-test-cannabis-product-curative-indoor-cannabis-farm (1) alta.jpg,image/jpeg,4084132,2025-06-04T21:22:40+00:00,cc2d267aa27876f550d0c460ec44b03ea376bcc1a35f7f500eb9fb853d16cfaa,,7680x4320,Referencia social histórica; validar vigencia y derechos
Tarjeta de fidelidad/Stickers/FLYERS TARJETA BENEFICIOS_catálogo.jpg,image/jpeg,1723020,2026-07-30T12:25:46+00:00,782add573bfd0140af76f29cb7cee58e12770b6c7a5dd65258dfa476335480b0,,2250x3000,Identidad oficial; selección visual y contraste
Tarjeta de fidelidad/Stickers/FLYERS TARJETA BENEFICIOS_estado.jpg,image/jpeg,2131230,2026-07-30T12:25:30+00:00,21887b9ee290dc0d61a0f5c4c05d81abf59dde6e7d03ab205a12de6419c122c7,,2250x4000,Archivo de investigación; revisar antes de publicar
Tarjeta de fidelidad/Stickers/FLYERS TARJETA BENEFICIOS_promo_catálogo.jpg,image/jpeg,426577,2026-07-30T12:26:14+00:00,82cbb37b3408caa773222df8d3f0da260625533b20c7f44c167319d327b59663,,2250x3000,Identidad oficial; selección visual y contraste
Tarjeta de fidelidad/Stickers/FLYERS TARJETA BENEFICIOS_promo_estado.jpg,image/jpeg,456738,2026-07-30T12:26:02+00:00,b91987359a777e9250a1e7a0001a7e084524c782c3301100468f60fd74c44f45,,2250x4000,Referencia histórica; nunca importar precios o promociones actuales
Tarjeta de fidelidad/Stickers/Stickers_imprimir.ai,application/postscript,1415154,2026-07-30T10:30:44+00:00,7e2c0f3bc62fa7a8802f1bdea5e5837e4e8003523721b396d03b83397b6302a6,,,Archivo de investigación; revisar antes de publicar
Tarjeta de fidelidad/tarjeta de fidelidad IMPRIMIR.pdf,application/pdf,502360,2026-06-12T09:53:56+00:00,61e7b6fb0013f1e3d293efa63f7721675fad16add925802c85afac8b276be121,,1 páginas,Archivo de investigación; revisar antes de publicar
Tarjeta de fidelidad/tarjeta de fidelidad.ai,application/postscript,1505325,2026-06-12T09:49:58+00:00,c0920c8761ee7aa5b7cfa54506b95c5447f7566e8823a9c96a549eff5e494ffc,,,Archivo de investigación; revisar antes de publicar
Tarjeta de fidelidad/tarjeta de fidelidadOP2.ai,application/postscript,1479906,2026-06-10T13:55:16+00:00,529e3073a5fdd68d6844b712df1ad9b2c8a6ec50064be88a30e704822dba8f34,,,Archivo de investigación; revisar antes de publicar
